,crime_type,date,address
1004,Robbery,2018-03-10 00:00:00,4400 BLOCK OF PARK AVE
1005,Robbery,2018-03-10 00:00:00,2000 BLOCK OF 5TH AVE
1006,Robbery,2018-03-10 00:00:00,
1007,Robbery,2018-03-10 00:00:00,100 BLOCK OF DOSCHER ST
1008,Robbery,2018-03-10 00:00:00,108-1 127TH ST
1009,Robbery,2018-03-10 00:00:00,79-81 SARATOGA AVE
1010,Robbery,2018-03-10 00:00:00,
1011,Robbery,2018-03-09 00:00:00,E SIXTH ST AND 00 BLOCK OF AVE
1012,Robbery,2018-03-09 00:00:00,409-427 LINDEN ST
1013,Robbery,2018-03-09 00:00:00,2-1 BEACH 116TH ST
1014,Robbery,2018-03-09 00:00:00,40-11 77TH ST
1015,Robbery,2018-03-09 00:00:00,
1016,Robbery,2018-03-09 00:00:00,
1017,Robbery,2018-03-09 00:00:00,409-427 LINDEN ST
1018,Robbery,2018-03-09 00:00:00,
1019,Robbery,2018-03-09 00:00:00,1100 BLOCK OF WALTON AVE
1020,Robbery,2018-03-09 00:00:00,2000 BLOCK OF TILLOTSON AVE
1021,Robbery,2018-03-09 00:00:00,400 BLOCK OF ACADEMY ST
1022,Robbery,2018-03-09 00:00:00,700 BLOCK OF ELTON AVE
1023,Robbery,2018-03-09 00:00:00,13-6 43RD AVE
1024,Robbery,2018-03-09 00:00:00,700 BLOCK OF 44TH ST
1025,Robbery,2018-03-09 00:00:00,152-0 120TH AVE
1026,Robbery,2018-03-09 00:00:00,300 BLOCK OF E 204TH ST
1027,Robbery,2018-03-09 00:00:00,61-11 173RD ST
1028,Robbery,2018-03-09 00:00:00,33-20-33-34 21ST ST
1029,Robbery,2018-03-09 00:00:00,28-55 ULMER ST
1030,Robbery,2018-03-09 00:00:00,2100 BLOCK OF 3RD AVE
1031,Robbery,2018-03-09 00:00:00,00 BLOCK OF COOPER ST
1032,Robbery,2018-03-09 00:00:00,5600 BLOCK OF 7TH AVE
1033,Robbery,2018-03-09 00:00:00,
1034,Robbery,2018-03-09 00:00:00,80-13 188TH ST
1035,Robbery,2018-03-09 00:00:00,1900 BLOCK OF CROTONA AVE
1036,Robbery,2018-03-09 00:00:00,
1037,Robbery,2018-03-09 00:00:00,
1038,Robbery,2018-03-09 00:00:00,1400 BLOCK OF NOSTRAND AVE
1039,Robbery,2018-03-09 00:00:00,
1040,Robbery,2018-03-09 00:00:00,2200 BLOCK OF PITKIN AVE
1041,Robbery,2018-03-22 00:00:00,700 BLOCK OF NEREID AVE
1042,Robbery,2018-03-22 00:00:00,200 BLOCK OF 6TH AVE
1043,Robbery,2018-03-22 00:00:00,
1044,Robbery,2018-03-22 00:00:00,
1045,Robbery,2018-03-22 00:00:00,1300 BLOCK OF CATON AVE
1046,Robbery,2018-03-22 00:00:00,
1047,Robbery,2018-03-22 00:00:00,161-19 134TH AVE
1048,Robbery,2018-03-22 00:00:00,
1049,Robbery,2018-03-22 00:00:00,00 BLOCK OF W 94TH ST
1050,Robbery,2018-03-22 00:00:00,2500 BLOCK OF MORRIS AVE
1051,Robbery,2018-03-22 00:00:00,50-60 AVENUE W
1052,Robbery,2018-03-22 00:00:00,400 BLOCK OF TROY AVE
1053,Robbery,2018-03-22 00:00:00,
1054,Robbery,2018-03-22 00:00:00,300 BLOCK OF ROEBLING ST
1055,Robbery,2018-03-22 00:00:00,MUNICIPAL BUILDING PATH
1056,Robbery,2018-03-22 00:00:00,210-1 MURDOCK AVE
1057,Robbery,2018-03-22 00:00:00,00 BLOCK OF E 161ST ST
1058,Robbery,2018-03-22 00:00:00,00 BLOCK OF E 161ST ST
1059,Robbery,2018-03-22 00:00:00,
1060,Robbery,2018-03-22 00:00:00,
1061,Robbery,2018-03-22 00:00:00,200 BLOCK OF E 163RD ST
1062,Robbery,2018-03-22 00:00:00,
1063,Robbery,2018-03-22 00:00:00,1300 BLOCK OF ST NICHOLAS AVE
1064,Robbery,2018-03-22 00:00:00,173-0 127TH AVE
1065,Robbery,2018-03-22 00:00:00,
1066,Robbery,2018-03-22 00:00:00,00 BLOCK OF E 115TH ST
1067,Robbery,2018-03-22 00:00:00,1500 BLOCK OF WESTCHESTER AVE
1068,Robbery,2018-03-22 00:00:00,
1069,Robbery,2018-03-22 00:00:00,
1070,Robbery,2018-03-22 00:00:00,
1071,Robbery,2018-03-22 00:00:00,
1072,Robbery,2018-03-22 00:00:00,138-31 222ND ST
1073,Robbery,2018-03-22 00:00:00,132-0-132-2 ROCKAWAY BLVD
1074,Robbery,2018-03-22 00:00:00,500 BLOCK OF SHEPHERD AVE
1075,Robbery,2018-03-21 00:00:00,
1076,Robbery,2018-03-21 00:00:00,300 BLOCK OF NEW LOTS AVE
1077,Robbery,2018-03-21 00:00:00,00 BLOCK OF CLARKSON AVE
1078,Robbery,2018-03-21 00:00:00,83-95 GLENMORE AVE
1079,Robbery,2018-03-21 00:00:00,700 BLOCK OF E 108TH ST
1080,Robbery,2018-03-21 00:00:00,1300 BLOCK OF WALTON AVE
1081,Robbery,2018-03-21 00:00:00,1100 BLOCK OF BEDFORD AVE
1082,Robbery,2018-03-21 00:00:00,00 BLOCK OF MORNINGSIDE DR
1083,Robbery,2018-03-21 00:00:00,00 BLOCK OF ELIZABETH ST
1084,Robbery,2018-03-21 00:00:00,111-1 39TH AVE
1085,Robbery,2018-03-21 00:00:00,2100 BLOCK OF WHITE PLAINS RD
1086,Robbery,2018-03-21 00:00:00,200 BLOCK OF E 194TH ST
1087,Robbery,2018-03-21 00:00:00,4900 BLOCK OF AVENUE D
1088,Robbery,2018-03-21 00:00:00,100 BLOCK OF SPRING ST
1089,Robbery,2018-03-21 00:00:00,700 BLOCK OF LEXINGTON AVENUE
1090,Robbery,2018-03-21 00:00:00,
1091,Robbery,2018-03-21 00:00:00,100 BLOCK OF E 106TH ST
1092,Robbery,2018-03-21 00:00:00,
1093,Robbery,2018-03-21 00:00:00,83-98 45TH AVE
1094,Robbery,2018-03-21 00:00:00,800 BLOCK OF E 88TH ST
1095,Robbery,2018-03-21 00:00:00,700 BLOCK OF ELDERT LANE
1096,Robbery,2018-03-21 00:00:00,
1097,Robbery,2018-03-20 00:00:00,3700 BLOCK OF 18TH AVE
1098,Robbery,2018-03-20 00:00:00,100 BLOCK OF E 153RD ST
1099,Robbery,2018-03-20 00:00:00,2000 BLOCK OF FREDERICK DOUGLASS BLVD
1100,Robbery,2018-03-20 00:00:00,
1101,Robbery,2018-03-20 00:00:00,200 BLOCK OF E FORDHAM RD
1102,Robbery,2018-03-20 00:00:00,2000 BLOCK OF FREDERICK DOUGLASS BLVD
1103,Robbery,2018-03-20 00:00:00,
1104,Robbery,2018-03-20 00:00:00,100 BLOCK OF AVENUE C
1105,Robbery,2018-03-20 00:00:00,300 BLOCK OF TOMPKINS AVE
1106,Robbery,2018-03-20 00:00:00,
1107,Robbery,2018-03-20 00:00:00,00 BLOCK OF AVENUE D
1108,Robbery,2018-03-20 00:00:00,
1109,Robbery,2018-03-20 00:00:00,
1110,Robbery,2018-03-20 00:00:00,200 BLOCK OF E 18TH ST
1111,Robbery,2018-03-20 00:00:00,00 BLOCK OF VICTORY BLVD
1112,Robbery,2018-03-20 00:00:00,28-42 VICTORY BLVD
1113,Robbery,2018-03-20 00:00:00,200 BLOCK OF E 165TH ST
1114,Robbery,2018-03-20 00:00:00,300 BLOCK OF NEW LOTS AVE
1115,Robbery,2018-03-20 00:00:00,
1116,Robbery,2018-03-20 00:00:00,
1117,Robbery,2018-03-20 00:00:00,
1118,Robbery,2018-03-20 00:00:00,1555-1559 GRAND CONCOURSE
1119,Robbery,2018-03-20 00:00:00,600 BLOCK OF JACKSON AVE
1120,Robbery,2018-03-20 00:00:00,142-146 ROCKAWAY AVE
1121,Robbery,2018-03-20 00:00:00,
1122,Robbery,2018-03-20 00:00:00,
1123,Robbery,2018-03-20 00:00:00,2256-2278 CEDAR AVE
1124,Robbery,2018-03-20 00:00:00,PUTNAM MEMORIAL IN VETERANS PARK BENNETT ST
1125,Robbery,2018-03-20 00:00:00,00 BLOCK OF MONROE ST
1126,Robbery,2018-03-20 00:00:00,200 BLOCK OF E FORDHAM RD
1127,Robbery,2018-03-20 00:00:00,3400 BLOCK OF WEBSTER AVE
1128,Robbery,2018-03-20 00:00:00,00 BLOCK OF E MOSHOLU PKWY N
1129,Robbery,2018-03-20 00:00:00,
1130,Robbery,2018-03-20 00:00:00,100 BLOCK OF RIVINGTON ST
1131,Robbery,2018-03-20 00:00:00,
1132,Robbery,2018-03-19 00:00:00,100 BLOCK OF ELDRIDGE ST
1133,Robbery,2018-03-19 00:00:00,430-438 E 189TH ST
1134,Robbery,2018-03-19 00:00:00,2100 BLOCK OF FREDERICK DOUGLASS BLVD
1135,Robbery,2018-03-19 00:00:00,700 BLOCK OF E 161ST ST
1136,Robbery,2018-03-19 00:00:00,100 BLOCK OF PELHAM PKWY S
1137,Robbery,2018-03-19 00:00:00,
1138,Robbery,2018-03-19 00:00:00,76-82 S PORTLAND AVE
1139,Robbery,2018-03-19 00:00:00,
1140,Robbery,2018-03-19 00:00:00,100 BLOCK OF ALLEN ST
1141,Robbery,2018-03-19 00:00:00,00 BLOCK OF W BURNSIDE AVE
1142,Robbery,2018-03-19 00:00:00,700 BLOCK OF ST MARY'S ST
1143,Robbery,2018-03-19 00:00:00,1100 BLOCK OF ST MARKS AVE
1144,Robbery,2018-03-19 00:00:00,
1145,Robbery,2018-03-19 00:00:00,
1146,Robbery,2018-03-19 00:00:00,300 BLOCK OF FRANKLIN AVE
1147,Robbery,2018-03-19 00:00:00,
1148,Robbery,2018-03-19 00:00:00,
1149,Robbery,2018-03-19 00:00:00,
1150,Robbery,2018-03-19 00:00:00,
1151,Robbery,2018-03-19 00:00:00,100 BLOCK OF RIVINGTON ST
1152,Robbery,2018-03-19 00:00:00,
1153,Robbery,2018-03-19 00:00:00,115-1 95TH AVE
1154,Robbery,2018-03-19 00:00:00,265-271 E 149TH ST
1155,Robbery,2018-03-19 00:00:00,300 BLOCK OF HERKIMER ST
1156,Robbery,2018-03-19 00:00:00,108-4 SUTPHIN BLVD
1157,Robbery,2018-03-19 00:00:00,
1158,Robbery,2018-03-19 00:00:00,
1159,Robbery,2018-03-19 00:00:00,
1160,Robbery,2018-03-19 00:00:00,3501-3599 FENTON AVE
1161,Robbery,2018-03-19 00:00:00,00 BLOCK OF DOSCHER ST
1162,Robbery,2018-03-18 00:00:00,
1163,Robbery,2018-03-18 00:00:00,147-99 241ST ST
1164,Robbery,2018-03-18 00:00:00,
1165,Robbery,2018-03-18 00:00:00,171-0 JAMAICA AVE
1166,Robbery,2018-03-18 00:00:00,ONE WORLD FINANCIAL CENTER
1167,Robbery,2018-03-18 00:00:00,100 BLOCK OF HENRY ST
1168,Robbery,2018-03-18 00:00:00,300 BLOCK OF PARK AVE S
1169,Robbery,2018-03-18 00:00:00,
1170,Robbery,2018-03-18 00:00:00,182-190 W FORDHAM RD
1171,Robbery,2018-03-18 00:00:00,600 BLOCK OF E 187TH ST
1172,Robbery,2018-03-18 00:00:00,00 BLOCK OF W 97TH ST
1173,Robbery,2018-03-18 00:00:00,4500 BLOCK OF BEDFORD AVE
1174,Robbery,2018-03-18 00:00:00,
1175,Robbery,2018-03-18 00:00:00,
1176,Robbery,2018-03-18 00:00:00,132-1 159TH ST
1177,Robbery,2018-03-18 00:00:00,68-74 BRADHURST AVE
1178,Robbery,2018-03-18 00:00:00,100 BLOCK OF W 137TH ST
1179,Robbery,2018-03-18 00:00:00,800 BLOCK OF E 156TH ST
1180,Robbery,2018-03-18 00:00:00,
1181,Robbery,2018-03-18 00:00:00,92-15 176TH ST
1182,Robbery,2018-03-18 00:00:00,2300 BLOCK OF W 11TH ST
1183,Robbery,2018-03-18 00:00:00,4501-4513 6TH AVE
1184,Robbery,2018-03-18 00:00:00,
1185,Robbery,2018-03-18 00:00:00,1500 BLOCK OF VYSE AVE
1186,Robbery,2018-03-18 00:00:00,400 BLOCK OF E 169TH ST
1187,Robbery,2018-03-18 00:00:00,500 BLOCK OF GRAND CONCOURSE
1188,Robbery,2018-03-18 00:00:00,41-0 BELL BLVD
1189,Robbery,2018-03-18 00:00:00,9100 BLOCK OF 180TH ST
1190,Robbery,2018-03-18 00:00:00,147-72 241ST ST
1191,Robbery,2018-03-18 00:00:00,142-16-142-20 FRANKLIN AVE
1192,Robbery,2018-03-18 00:00:00,35-7 90TH ST
1193,Robbery,2018-03-18 00:00:00,2700 BLOCK OF AVENUE U
1194,Robbery,2018-03-18 00:00:00,
1195,Robbery,2018-03-18 00:00:00,1900 BLOCK OF ANTHONY AVE
1196,Robbery,2018-03-18 00:00:00,
1197,Robbery,2018-03-18 00:00:00,147-99 241ST ST
1198,Robbery,2018-03-18 00:00:00,200 BLOCK OF LINWOOD ST
1199,Robbery,2018-03-17 00:00:00,E HOUSTON ST AND AVENUE B
1200,Robbery,2018-03-17 00:00:00,276-290 E HOUSTON ST
1201,Robbery,2018-03-17 00:00:00,800 BLOCK OF SURF AVE
1202,Robbery,2018-03-17 00:00:00,2724-2726 DECATUR AVE
1203,Robbery,2018-03-17 00:00:00,
1204,Robbery,2018-03-17 00:00:00,300 BLOCK OF FRANKLIN AVE
1205,Robbery,2018-03-17 00:00:00,159-171 VERMONT AVE
1206,Robbery,2018-03-17 00:00:00,400 BLOCK OF THROOP AVE
1207,Robbery,2018-03-17 00:00:00,
1208,Robbery,2018-03-17 00:00:00,
1209,Robbery,2018-03-17 00:00:00,100 BLOCK OF E 124TH ST
1210,Robbery,2018-03-17 00:00:00,100 BLOCK OF DR MARTIN LUTHER KING JR BLVD
1211,Robbery,2018-03-17 00:00:00,400 BLOCK OF AUDUBON AVE
1212,Robbery,2018-03-17 00:00:00,103-98 CORONA AVE
1213,Robbery,2018-03-17 00:00:00,
1214,Robbery,2018-03-17 00:00:00,
1215,Robbery,2018-03-17 00:00:00,2100 BLOCK OF LAFONTAINE AVE
1216,Robbery,2018-03-17 00:00:00,192-1 WOODHULL AVE
1217,Robbery,2018-03-17 00:00:00,80-50-80-98 BAXTER AVE
1218,Robbery,2018-03-17 00:00:00,900 BLOCK OF GRANT AVE
1219,Robbery,2018-03-17 00:00:00,95-59 ROOSEVELT AVE
1220,Robbery,2018-03-17 00:00:00,800 BLOCK OF SURF AVE
1221,Robbery,2018-03-17 00:00:00,100 BLOCK OF DYCKMAN ST
1222,Robbery,2018-03-17 00:00:00,
1223,Robbery,2018-03-17 00:00:00,1600 BLOCK OF E 172ND ST
1224,Robbery,2018-03-17 00:00:00,600 BLOCK OF GRAND ST
1225,Robbery,2018-03-17 00:00:00,200 BLOCK OF AVENUE B
1226,Robbery,2018-03-17 00:00:00,
1227,Robbery,2018-03-17 00:00:00,
1228,Robbery,2018-03-17 00:00:00,1000 BLOCK OF UNION ST
1229,Robbery,2018-03-17 00:00:00,105-99 103RD RD
1230,Robbery,2018-03-17 00:00:00,00 BLOCK OF FORT WASHINGTON AVE
1231,Robbery,2018-03-17 00:00:00,
1232,Robbery,2018-03-17 00:00:00,100 BLOCK OF W 176TH ST
1233,Robbery,2018-03-17 00:00:00,
1234,Robbery,2018-03-17 00:00:00,300 BLOCK OF FRANKLIN AVE
1235,Robbery,2018-03-17 00:00:00,
1236,Robbery,2018-03-17 00:00:00,
1237,Robbery,2018-03-16 00:00:00,200 BLOCK OF E TREMONT AVE
1238,Robbery,2018-03-16 00:00:00,
1239,Robbery,2018-03-16 00:00:00,1000 BLOCK OF WILLMOHR ST
1240,Robbery,2018-03-16 00:00:00,100 BLOCK OF E 116TH ST
1241,Robbery,2018-03-16 00:00:00,20-51-20-61 SEAGIRT BLVD
1242,Robbery,2018-03-16 00:00:00,21-5-21-15 MOTT AVE
1243,Robbery,2018-03-16 00:00:00,
1244,Robbery,2018-03-16 00:00:00,
1245,Robbery,2018-03-16 00:00:00,4800-4808 47TH ST
1246,Robbery,2018-03-16 00:00:00,2400 BLOCK OF WASHINGTON AVE
1247,Robbery,2018-03-16 00:00:00,400 BLOCK OF W 120TH ST
1248,Robbery,2018-03-16 00:00:00,300 BLOCK OF JAY ST
1249,Robbery,2018-03-16 00:00:00,300 BLOCK OF BRISTOL ST
1250,Robbery,2018-03-16 00:00:00,00 BLOCK OF E 161ST ST
1251,Robbery,2018-03-16 00:00:00,158-11 ARCHER AVE
1252,Robbery,2018-03-16 00:00:00,1841-1855 LEXINGTON AVE
1253,Robbery,2018-03-16 00:00:00,108-6 LIBERTY AVE
1254,Robbery,2018-03-16 00:00:00,100 BLOCK OF SMITH ST
1255,Robbery,2018-03-16 00:00:00,120-73 167TH ST
1256,Robbery,2018-03-16 00:00:00,
1257,Robbery,2018-03-16 00:00:00,
1258,Robbery,2018-03-16 00:00:00,200 BLOCK OF TOMPKINS AVE
1259,Robbery,2018-03-16 00:00:00,PORT AUTHORITY MEMORIAL PLAQUES CABRINI BLVD
1260,Robbery,2018-03-16 00:00:00,116-99 FARMERS BLVD
1261,Robbery,2018-03-16 00:00:00,
1262,Robbery,2018-03-16 00:00:00,20500 BLOCK OF MURDOCK AVE
1263,Robbery,2018-03-16 00:00:00,1801-1803 LINDEN BLVD
1264,Robbery,2018-03-16 00:00:00,00 BLOCK OF HANSON PL
1265,Burglary,2019-03-09 00:00:00,1400 BLOCK OF 1ST AVENUE
1266,Burglary,2019-03-09 00:00:00,300 BLOCK OF ADAMS ST
1267,Burglary,2019-03-09 00:00:00,115-02 224TH ST
1268,Burglary,2019-03-09 00:00:00,6100 BLOCK OF 5TH AVE
1269,Burglary,2019-03-09 00:00:00,600 BLOCK OF W 193RD ST
1270,Burglary,2019-03-09 00:00:00,13-39 142ND ST
1271,Burglary,2019-03-09 00:00:00,2500 BLOCK OF BENSON AVE
1272,Burglary,2019-03-09 00:00:00,W 58TH ST
1273,Burglary,2019-03-09 00:00:00,1500 BLOCK OF 3RD AVE
1274,Burglary,2019-03-09 00:00:00,300 BLOCK OF ADAMS ST
1275,Burglary,2019-03-09 00:00:00,6100 BLOCK OF 4TH AVE
1276,Burglary,2019-03-09 00:00:00,00 BLOCK OF W 176TH ST
1277,Burglary,2019-03-09 00:00:00,NORTHERN BL/192 ST
1278,Burglary,2019-03-09 00:00:00,2800 BLOCK OF 28TH ST
1279,Burglary,2019-03-09 00:00:00,115-02 224TH ST
1280,Burglary,2019-03-09 00:00:00,100 BLOCK OF HOWARD AVE
1281,Burglary,2019-03-09 00:00:00,197-2 91ST RD
1282,Burglary,2019-03-09 00:00:00,300 BLOCK OF FORT WASHINGTON AVE
1283,Burglary,2019-03-09 00:00:00,1200 BLOCK OF E 58TH ST
1284,Burglary,2019-03-08 00:00:00,100 BLOCK OF WEST ST
1285,Burglary,2019-03-08 00:00:00,600 BLOCK OF COLUMBUS AVE
1286,Burglary,2019-03-08 00:00:00,ST JOHNS PL/NEW YORK AV
1287,Burglary,2019-03-08 00:00:00,WEST END AV/W 63 ST
1288,Burglary,2019-03-08 00:00:00,100 BLOCK OF 9TH AVE
1289,Burglary,2019-03-08 00:00:00,100 BLOCK OF HAVEMEYER ST
1290,Burglary,2019-03-08 00:00:00,HILLSIDE AV/187 ST
1291,Burglary,2019-03-08 00:00:00,00 BLOCK OF CLINTON ST
1292,Burglary,2019-03-08 00:00:00,ST JOHNS PL/NEW YORK AV
1293,Burglary,2019-03-08 00:00:00,1000 BLOCK OF BROADWAY
1294,Burglary,2019-03-08 00:00:00,2400 BLOCK OF 1ST AVENUE
1295,Burglary,2019-03-08 00:00:00,00 BLOCK OF COMMERCE ST
1296,Burglary,2019-03-08 00:00:00,1800 BLOCK OF 50TH ST
1297,Burglary,2019-03-08 00:00:00,COURT ST/SACKETT ST
1298,Burglary,2019-03-08 00:00:00,131-54 41ST AVE
1299,Burglary,2019-03-08 00:00:00,SUTTER AV - RUTLAND RD
1300,Burglary,2019-03-08 00:00:00,900 BLOCK OF FLATBUSH AVE
1301,Burglary,2019-03-08 00:00:00,10-09 BROADWAY
1302,Burglary,2019-03-08 00:00:00,600 BLOCK OF COLUMBUS AVE
1303,Burglary,2019-03-08 00:00:00,228-1A 69TH AVE
1304,Burglary,2019-03-08 00:00:00,100 BLOCK OF W 36TH ST
1305,Burglary,2019-03-08 00:00:00,100 BLOCK OF CLINTON ST
1306,Burglary,2019-03-08 00:00:00,300 BLOCK OF MARION ST
1307,Burglary,2019-03-08 00:00:00,600 BLOCK OF 8TH AVE
1308,Burglary,2019-03-08 00:00:00,100 BLOCK OF MALCOLM X BLVD
1309,Burglary,2019-03-08 00:00:00,100 BLOCK OF STREET STATION
1310,Burglary,2019-03-08 00:00:00,142-50 BOOTH MEMORIAL AVE
1311,Burglary,2019-03-08 00:00:00,50-45 BARNETT AVE
1312,Burglary,2019-03-08 00:00:00,1600 BLOCK OF ST NICHOLAS AVE
1313,Burglary,2019-03-08 00:00:00,500 BLOCK OF 4TH AVE
1314,Burglary,2019-03-07 00:00:00,300 BLOCK OF E 188TH ST
1315,Burglary,2019-03-07 00:00:00,2100 BLOCK OF FREDERICK DOUGLASS BLVD
1316,Burglary,2019-03-07 00:00:00,1100 BLOCK OF ST LAWRENCE AVE
1317,Burglary,2019-03-07 00:00:00,2500 BLOCK OF FRANCIS LEWIS BLVD
1318,Burglary,2019-03-07 00:00:00,2500 BLOCK OF FRANCIS LEWIS BLVD
1319,Burglary,2019-03-07 00:00:00,2500 BLOCK OF FRANCIS LEWIS BLVD
1320,Burglary,2019-03-07 00:00:00,169-2 35TH AVE
1321,Burglary,2019-03-07 00:00:00,169-2 35TH AVE
1322,Burglary,2019-03-07 00:00:00,00 BLOCK OF AV/W 49 ST
1323,Burglary,2019-03-07 00:00:00,58-04 212TH ST
1324,Burglary,2019-03-07 00:00:00,53-52 199TH ST
1325,Burglary,2019-03-07 00:00:00,FLUSHING AV/CUMBERLAND ST
1326,Burglary,2019-03-07 00:00:00,800 BLOCK OF KNICKERBOCKER AVE
1327,Burglary,2019-03-07 00:00:00,
1328,Burglary,2019-03-07 00:00:00,1600 BLOCK OF PARK AVE
1329,Burglary,2019-03-07 00:00:00,1300 BLOCK OF OAKLEY ST
1330,Burglary,2019-03-07 00:00:00,62-65 60TH AVE
1331,Burglary,2019-03-07 00:00:00,99000 BLOCK OF CHRISTIE AVE
1332,Burglary,2019-03-07 00:00:00,800 BLOCK OF ELTON ST
1333,Burglary,2019-03-07 00:00:00,1400 BLOCK OF BOSTON RD
1334,Burglary,2019-03-07 00:00:00,300 BLOCK OF E MOSHOLU PKWY N
1335,Burglary,2019-03-07 00:00:00,100 BLOCK OF VERMILYEA AVE
1336,Burglary,2019-03-07 00:00:00,100 BLOCK OF HUDSON ST
1337,Burglary,2019-03-07 00:00:00,00 BLOCK OF PORT RICHMOND AVE
1338,Burglary,2019-03-07 00:00:00,100 BLOCK OF E 182ND ST
1339,Burglary,2019-03-07 00:00:00,111-49 COLFAX ST
1340,Burglary,2019-03-07 00:00:00,111-12 37TH AVE
1341,Burglary,2019-03-07 00:00:00,200 BLOCK OF ALEXANDER AVE
1342,Burglary,2019-03-07 00:00:00,W 145 ST/ADAM C POWELL BLVD
1343,Burglary,2019-03-06 00:00:00,197-2 99TH RD
1344,Burglary,2019-03-06 00:00:00,110-4 34TH AVE
1345,Burglary,2019-03-06 00:00:00,3900 BLOCK OF E TREMONT AVE
1346,Burglary,2019-03-06 00:00:00,167-03 75TH AVE
1347,Burglary,2019-03-06 00:00:00,GATES AV/THROOP AV
1348,Burglary,2019-03-06 00:00:00,5300 BLOCK OF 14TH AVE
1349,Burglary,2019-03-06 00:00:00,00 BLOCK OF S 9TH ST
1350,Burglary,2019-03-06 00:00:00,5700 BLOCK OF FORT HAMILTON PKWY
1351,Burglary,2019-03-06 00:00:00,400 BLOCK OF CLINTON AVE
1352,Burglary,2019-03-06 00:00:00,00 BLOCK OF ROOSEVELT PL
1353,Burglary,2019-03-06 00:00:00,400 BLOCK OF NEW LOTS AVE
1354,Burglary,2019-03-06 00:00:00,1400 BLOCK OF TELLER AVE
1355,Burglary,2019-03-06 00:00:00,130-136 E 55TH ST
1356,Burglary,2019-03-06 00:00:00,E 116TH ST
1357,Burglary,2019-03-06 00:00:00,1000 BLOCK OF AMSTERDAM AVE
1358,Burglary,2019-03-06 00:00:00,23-1 ENRIGHT RD
1359,Burglary,2019-03-06 00:00:00,213-01 48TH AVE
1360,Burglary,2019-03-06 00:00:00,200 BLOCK OF W 95TH ST
1361,Burglary,2019-03-06 00:00:00,215-02 94TH RD
1362,Burglary,2019-03-06 00:00:00,FRESH POND RD/ELIOT AV
1363,Burglary,2019-03-06 00:00:00,65-20 ALMEDA AVE
1364,Burglary,2019-03-06 00:00:00,900 BLOCK OF LEXINGTON AVE
1365,Burglary,2019-03-06 00:00:00,AMSTERDAM AV/W 112 ST
1366,Burglary,2019-03-06 00:00:00,2000 BLOCK OF TURNBULL AVE
1367,Burglary,2019-03-06 00:00:00,SEAVIEW AV/E 102 ST
1368,Burglary,2019-03-06 00:00:00,131-01 107TH AVE
1369,Burglary,2019-03-05 00:00:00,00 BLOCK OF WORLD TRADE CENTER
1370,Burglary,2019-03-05 00:00:00,ESSEX ST/ E BROADWAY
1371,Burglary,2019-03-05 00:00:00,25-99 DYCKMAN ST
1372,Burglary,2019-03-05 00:00:00,500 BLOCK OF TRUXTON ST
1373,Burglary,2019-03-05 00:00:00,166-20 LITHONIA AVE
1374,Burglary,2019-03-05 00:00:00,LIBERTY AV /ALLENDALE ST
1375,Burglary,2019-03-05 00:00:00,100 BLOCK OF FRANKLIN AVE
1376,Burglary,2019-03-05 00:00:00,8700 BLOCK OF AVENUE L
1377,Burglary,2019-03-05 00:00:00,202-4 32ND AVE
1378,Burglary,2019-03-05 00:00:00,10100 BLOCK OF AVENUE K
1379,Burglary,2019-03-05 00:00:00,148-05 ROCKAWAY BEACH BLVD
1380,Burglary,2019-03-05 00:00:00,1300 BLOCK OF ELDER AVE
1381,Burglary,2019-03-05 00:00:00,2900 BLOCK OF BROADWAY
1382,Burglary,2019-03-05 00:00:00,1800 BLOCK OF NEPTUNE AVE
1383,Burglary,2019-03-05 00:00:00,112-55 FARMERS BLVD
1384,Burglary,2019-03-04 00:00:00,00 BLOCK OF 172ND ST
1385,Burglary,2019-03-04 00:00:00,400 BLOCK OF E 105TH ST
1386,Burglary,2019-03-04 00:00:00,00 BLOCK OF E 115TH ST
1387,Burglary,2019-03-04 00:00:00,49-14 FRESH MEADOW LN
1388,Burglary,2019-03-04 00:00:00,7TH AVE
1389,Burglary,2019-03-04 00:00:00,6400 BLOCK OF 24TH AVE
1390,Burglary,2019-03-04 00:00:00,100 BLOCK OF WEST END AVE
1391,Burglary,2019-03-04 00:00:00,2200 BLOCK OF 3RD AVE
1392,Burglary,2019-03-04 00:00:00,200 BLOCK OF QUINCY ST
1393,Burglary,2019-03-04 00:00:00,00 BLOCK OF AV & E 50 ST 3RD AVE
1394,Burglary,2019-03-04 00:00:00,100 BLOCK OF SPRING ST
1395,Burglary,2019-03-04 00:00:00,145-36 177TH PL
1396,Burglary,2019-03-04 00:00:00,WEBSTER AV/E 182 ST
1397,Burglary,2019-03-04 00:00:00,1300 BLOCK OF LEXINGTON AVE
1398,Burglary,2019-03-04 00:00:00,00 BLOCK OF TOMPKINS AVE
1399,Burglary,2019-03-04 00:00:00,WHITE PLAINS RD/WESTCHESTER AV
1400,Burglary,2019-03-04 00:00:00,200 BLOCK OF E 112TH ST
1401,Burglary,2019-03-04 00:00:00,77-43 60TH ST
1402,Burglary,2019-03-04 00:00:00,200 BLOCK OF ALBANY AVE
1403,Burglary,2019-03-04 00:00:00,2000 BLOCK OF 2ND AVE
1404,Burglary,2019-03-03 00:00:00,100 BLOCK OF STREET STATION GRAND CONCOURSE
